Naam,ID,Clustering,Rank (Betweenness centr.),Rank (Eigenvector centr.),Fonds en functies
"Bijl, Mattheus Johannes",P104929,1.0,206,903,Sportfondsen (90) - Bestuurder
"Kester, Gerardus Karel Maria",P105648,1.0,206,289,Rijn- en Binnenvaart (20117) - Bestuurder
"Martens, Erik Wouter",P116874,1.0,206,223,Wonen (44381) - Lid Raad van Toezicht
"Gent, Pieter Adrianus van",P121235,1.0,206,465,KLM Algemeen (2199) - Bestuurder
"Bierens, Bernardus Augustinus Marie",P100225,1.0,NA,NA,Chevron (5032) - Bestuurder
"Reeskamp, Johannes Jacobus",P113792,1.0,NA,NA,Grontmij (8416) - Bestuurder
"Capitain, Erwin Robert",P110208,0.351,53,96,Beroepsvervoer (33519) - Lid Raad van Toezicht<br />Rockwool (60085) - Bestuurder<br />Bouwnijverheid (10547) - Lid Raad van Toezicht
"Ariaans, Misha Alan Serge",P127236,1.0,NA,NA,Rabobank (37247) - Bestuurder
"Jeu, Leonardus Theodorus Jacobus de",P121895,1.0,NA,NA,Buizerdlaan (60919) - Bestuurder
"McNair, Duncan Robert",P116112,1.0,NA,NA,Chevron (5032) - Bestuurder
"Wiggen, Petrus Cornelis van",P110748,1.0,206,1206,Roba (4257) - Bestuurder
"Koops, Jurriën Helprig",P121502,1.0,206,216,STIPP (60792) - Bestuurder
"Lonsain, Christian",P102997,0.229,25,6,Particuliere Beveiliging (60514) - Bestuurder<br />Wonen (44381) - Bestuurder<br />Bouwmaterialen (16458) - Bestuursvoorzitter<br />Groothandel (42049) - Bestuurder<br />Agrarische (36722) - Bestuurder
"Schreur, Robertus Johannes",P130625,1.0,NA,NA,Philips (900) - Bestuurder
"Vis, Dirk Johan",P109864,0.462,105,763,Ballast Nedam (5514) - Bestuursvoorzitter<br />Urenco (60592) - Bestuursvoorzitter
"Enschedé, Edzard Johan",P131146,1.0,206,354,Werk en (re)Integratie (PWRI) (60655) - Lid Raad van Toezicht
"Haisma, Johannes Hendrikus",P126335,1.0,206,788,Coram (60082) - Bestuurder
"Bergervoet, Jacqueline Aleida Maria",P121377,0.297,54,7,Drankindustrie (30355) - Bestuurder<br />Levensmiddelen Groothandel (34561) - Bestuursvoorzitter<br />Agrarische (36722) - Bestuurder<br />Co-op (7842) - Bestuursvoorzitter
"Reenen, Henri Marie van",P101275,1.0,206,1168,SC Johnson (60419) - Bestuurder
"Möller, Frederik Andre",P122684,1.0,206,817,TDV (47985) - Bestuursvoorzitter
"Gils, Johannes Antonius Maria van",P131593,1.0,206,895,Dierenartsen (9) - Bestuurder
"Vos, Monique de",P130601,1.0,206,432,TrueBlue (60896) - Lid Raad van Toezicht
"Boesjes, Robert Jan",P129969,1.0,NA,NA,CRH (6065) - Bestuurder
"Eijgermans, Susan Yvon",P108306,0.455,149,568,TNT express (R128839) - Bestuurder<br />PostNL (60463) - Bestuurder
"Geloven, Augustinus Petrus Adrianus van",P110590,1.0,NA,NA,Philips (900) - Bestuurder
"Plantenga, Frans Lodewijk",P110707,1.0,206,798,Albemarle (60920) - Bestuurder
"Tuit, Daniel Jasper",P107353,1.0,206,213,STIPP (60792) - Bestuurder
"Myers, Graham Lloyd",P101591,1.0,206,724,Croda (60943) - Bestuurder
Soppe,P121371,1.0,NA,NA,Forbo (37681) - Bestuurder
"Jansen, Frank Johan",P107207,1.0,NA,NA,AHOLD (60397) - Bestuurder
"Parson, Bastiaan Gerard",P130679,1.0,206,793,Transavia Grond- en Cabinepersoneel (M0003) - Bestuurder
"Dulst, Johannes van",P129492,1.0,NA,NA,British American Tobacco (3054) - Bestuursvoorzitter
"Falier, Marco Jozef Martinus van",P121388,1.0,NA,NA,Honeywell (14682) - Bestuurder
"Hubeek, Willem Jan Hubert",P104822,1.0,206,1079,Ballast Nedam (5514) - Bestuurder
"Folmer, Bob Antonius Gerardus",P106785,1.0,NA,NA,Citigroup (41098) - Bestuurder
"Grutters, Hendrikus Bernardus Maria",P126993,0.291,103,20,Levensmiddelen (42467) - Bestuurder<br />Detailhandel (47678) - Bestuurder<br />Wonen (44381) - Bestuurder<br />Co-op (7842) - Bestuurder
"Vries, Xander Raymond de",P107241,1.0,NA,NA,Ecolab (60845) - Bestuurder
"Geest, Klazina Adriana Jacoba van",P121559,1.0,206,237,Notariaat (13358) - Bestuurder
"Teunissen, Cornelie Petronella Margaretha",P102331,1.0,206,1048,Bibliotheken (17687) - Bestuursvoorzitter
"Ketellapper, Ronald Helprich",P119802,1.0,206,1047,Bibliotheken (17687) - Lid Raad van Toezicht
"Bongers, Marinus Adrianus (Marcel)",P131027,1.0,206,342,Architectenbureaus (16534) - Lid Raad van Toezicht
"Straten, Marco Willem van",P104731,0.383,31,173,Recreatie (60799) - Bestuurder<br />Bakkersbedrijf (10682) - Bestuurder<br />Horeca (32868) - Bestuurder
"Siegmann, Paulien Martine",P115301,0.481,50,203,UWV (60889) - Lid Raad van Toezicht<br />Bakkersbedrijf (10682) - Lid Raad van Toezicht
"Kessel, Robertus Bernardus Elisatbeth van",P112422,1.0,206,87,Slagersbedrijf (10561) - Bestuurder
"Groen, Jacob",P101581,1.0,206,913,ANWB  (3691) - Bestuursvoorzitter
Meerman,P117740,1.0,206,240,Detailhandel (47678) - Bestuurder
"Willemse, Dick",P117404,1.0,206,298,Pensioenfederatie (12345) - Bestuurder
"Paulus, Marinus",P132451,1.0,206,1070,TNO (692) - Bestuurder
"Wijs, Matheus Wilhelmus Johannes Peter Marie de",P130527,1.0,206,992,Mn Services (608) - Voorzitter Raad van Toezicht
"Grood, Thomas Johannes de",P106374,1.0,NA,NA,Panteia (60513) - Bestuurder
"Rumpt, Meindert van",P101728,1.0,206,975,Huisartsen in Opleiding (60910) - Bestuurder
"Wilde, Maurice Woutherus Johannes de",P130699,1.0,206,935,Gasunie (36105) - Bestuurder
"Melenhorst, Jozef Theodorus Hendrikus",P106893,1.0,NA,NA,MSD (50051) - Bestuurder
"Wijmenga, Roel Theunis",P119339,1.0,NA,NA,Philips (900) - Bestuursvoorzitter
"Vos, Jacob de",P106027,1.0,NA,NA,Nielsen AC (22742) - Bestuurder
"Veldhuis, Franciscus Henricus Bernardus",P112365,1.0,NA,NA,Nike  (60734) - Bestuurder
"Suarez Menendez, José",P101017,0.487,150,578,Randstad (44057) - Bestuurder<br />Zuivel en aanverwante industrie (R129401) - Bestuurder
"Kooman, Jeanelle",P130457,1.0,NA,NA,TBI (60342) - Bestuurder
"Heijer, Martijn den",P122500,1.0,206,370,Banden- en Wielen (60374) - Bestuurder
"Franquinet, Rémy Marie William Antione Luc",P130614,1.0,206,1086,E-Way (60876) - Bestuurder
"Breunesse, Ewald Andries",P115316,1.0,206,946,Shell Nederland (SNPS) (60960) - Bestuurder
"Elschot, Franciscus Johannes Maria",P110573,1.0,NA,NA,Smurfit Nederland (60713) - Bestuurder
"Spigt, Willem Jacob",P130704,1.0,206,1013,PostNL (60463) - Bestuurder
"Nieuwenhoven, Rudolf Antonie",P122986,0.4,88,23,KPN (60767) - Bestuursvoorzitter<br />Rijn- en Binnenvaart (20117) - Lid Raad van Toezicht<br />Koopvaardij (11322) - Lid Raad van Toezicht
"Dieduksman, Lucia (Lucy)",P112562,1.0,206,213,STIPP (60792) - Bestuurder
"Vanagt, Pieter Jan",P108093,1.0,206,755,KLM-Cabinepersoneel (60109) - Bestuurder
Mol,P118012,1.0,NA,NA,Forbo (37681) - Bestuurder
"Veltkamp, Frank Willem",P128459,1.0,NA,NA,Avery Dennison (60245) - Bestuurder
"Koopmans, Paulus Johannes Hendricus",P128570,1.0,206,850,ING (60668) - Bestuurder
"Ruiter-Verhelst, Annelieke Catherina Antoinet",P128737,1.0,NA,NA,Dow (48477) - Bestuurder
"Verhulp, Evert",P131257,1.0,206,609,Openbaar Vervoer (60276) - Lid Raad van Toezicht
"Duijst, Frank Theodoor",P110982,1.0,206,1196,Metro (47074) - Bestuurder
"Mertens, Paulus Josephus Cosmas",P108616,1.0,206,590,Protector (1491) - Bestuurder
"Tabak, Stefan Rafael",P117936,0.657,204,846,Shell Nederland (SNPS) (60960) - Bestuurder<br />Shell (SSPF) (4634) - Bestuurder
"Lepoutre, Henri Victor René",P131090,1.0,206,628,Textielgoederen (60859) - Voorzitter Raad van Toezicht
"Impens, Anna Cornelia Johanna",P108425,1.0,206,1195,Huntsman Rozenburg (4343) - Bestuurder
"Floor, Jan Willem",P128299,1.0,NA,NA,OWASE (43756) - Bestuurder
"Doornekamp-Rijkers, Mariette",P111866,1.0,206,187,ABP  (30) - Bestuurder
"Snellen, Andreas Hedrik Jacob",P120743,0.48,86,121,Detailhandel (47678) - Bestuursvoorzitter<br />Pensioenfederatie  (12345) - Bestuurder
"Heijer, Dirk den",P103981,0.637,68,1176,Ten Cate (60019) - Actuaris<br />Towers Watson (60527) - Bestuurder
"Wiele, Kees van der",P114480,1.0,206,796,Albemarle (60920) - Bestuurder
"Kaan-van Arendonk, Aartje Maria",P131736,1.0,NA,NA,Verloskundigen (8) - Bestuurder
"Stuijfzand, Eelco Paul",P100292,1.0,NA,NA,Medische Specialisten (3) - Bestuurder
"Dam, Marcel Hubert Wilfried van",P128826,1.0,206,265,Koopvaardij (11322) - Bestuurder
"Bulten, Chantal Francina Johanna",P130709,1.0,206,684,Kunststof- en Rubber (33708) - Bestuurder
"Pirée, Wynand Pieter Alexander",P110662,1.0,206,1144,Cosun (7777) - Bestuurder
"Dekker, Pieter Marinus",P102678,1.0,NA,NA,Thales   (6004) - Bestuurder
"Houthuijzen, Barend Cornelis",P108762,1.0,NA,NA,Givaudan (60942) - Bestuurder
"Brienen, Jan Willem",P111047,1.0,206,814,Apothekers (4) - Bestuurder
"Wildenberg, Hein Wendel Adriaan Louis van den",P131464,1.0,206,945,Shell Nederland (SNPS) (60960) - Bestuurder
"Vermazen, Arie Gerrit Cornelis",P126287,1.0,NA,NA,Astellas (60553) - Bestuurder<br />Astellas Fut (60641) - Bestuurder
"Mol, Hermanus Cornelis",P110162,1.0,206,438,Technische Groothandel Vroegpensioen (60788) - Bestuurder
"Graaf, Willem Frederik de",P109448,NA,NA,NA,Productschappen (2609) - Bestuurder
"Herpen, Harry van",P121077,0.475,178,221,Particuliere Beveiliging (60514) - Bestuurder<br />Schoen en Leder (11756) - Bestuurder
Hertroys,P116565,1.0,206,390,Medewerkers Apotheken (15565) - Bestuurder
"Elsen, Paulus Engelbertha Aloysius van den",P123731,1.0,206,950,ARCADIS Nederland (2607) - Bestuurder
"Binnekamp, Johannes",P115685,1.0,206,1172,Huisartsen  (1) - Bestuurder
"Smit, Johan",P127134,1.0,206,66,KPN (60767) - Bestuurder
"Carrière, Johan Daniël",P130611,0.51,179,129,Drankindustrie (30355) - Lid Raad van Toezicht<br />Houthandel (10559) - Lid Raad van Toezicht
"Filippini, Cornelis, Hubertus, Lucien Maria",P106398,0.381,124,25,Groothandel (42049) - Bestuurder<br />Levensmiddelen (42467) - Bestuurder<br />Detailhandel (47678) - Bestuurder
"Gestel, Joseph Anthonius van",P102336,1.0,NA,NA,Smurfit Kappa Nederland (60806) - Bestuurder
"Kolk, Hendrik Tiem van der",P117543,1.0,206,245,Detailhandel (47678) - Bestuursvoorzitter
"Lustig, Koen",P105239,1.0,NA,NA,Alcatel-Lucent (60607) - Bestuurder
"Baars, Sander",P126290,1.0,NA,NA,AFM (60961) - Bestuurder
"Wever, Hindrik (Rik)",P111053,1.0,206,492,Reisbranche (60709) - Bestuurder
"Unnik, Diederik van",P101304,1.0,NA,NA,General Electric  (60944) - Bestuurder
"Denteneer, T.J.J.",P130624,1.0,NA,NA,Philips (900) - Bestuurder
"Voskuilen, Jan",P129886,1.0,NA,NA,Kas Bank (4306) - Bestuurder
"Kneipe, Philippe",P127403,1.0,NA,NA,Alliance (9041) - Bestuurder
"Bouquet, Jan Willem Matthijs",P113029,1.0,206,1136,Transavia vliegers (60304) - Bestuurder
"Kamps, Johannes Hendrikus",P120263,1.0,206,200,Waterbouw (14400) - Bestuurder
"Menheere, Marjolein Marieke Joyce Jacqueline",P111444,1.0,206,811,Apothekers (4) - Bestuurder
"Jong, Rutgerus Johannes Maria de",P110976,1.0,NA,NA,Lloyd's Register (50560) - Bestuurder
"Hoovers, Constant Louis Johannes Maria",P123567,1.0,206,673,Tandartsen   (2) - Bestuursvoorzitter
"Brummel, Jan",P120701,1.0,206,357,Meubelindustrie (12212) - Bestuurder
"Ravenzwaaij, Paul Michael van",P128224,NA,NA,NA,GSFS (60949) - Bestuursvoorzitter
"Bockweg, Annemieke",P108411,1.0,NA,NA,Givaudan (60942) - Bestuurder
"Vollebergh, Thomas Jacobus Franciscus",P130676,1.0,206,743,Grafische Bedrijven (PGB) (14089) - Bestuurder
"Maden-van der Ploeg, Sandra van der",P103024,1.0,206,456,Bouwmaterialen (16458) - Bestuurder
"Raak, Josephus Henricus Maria van",P103751,1.0,206,585,UWV (60889) - Bestuurder
"Ekelenburg, Cornelis Arie van",P109348,1.0,206,645,Horeca (32868) - Bestuurder
"Dalen, Cornelis van",P116828,1.0,206,488,Schoenmakerij (32181) - Bestuurder
"Wijffels, Jacobus Gustave Carolus Marie",P129573,1.0,206,680,IBM Nederland (60676) - Bestuurder
"Tromp, Erik Johannes",P100721,1.0,206,904,Sportfondsen (90) - Bestuurder
"Hulshof, Paulus Franciscus Maria",P106663,1.0,206,787,Coram (60082) - Bestuursvoorzitter
"Ham, Remco Franciscus Henricus van",P132520,1.0,206,767,Urenco (60592) - Bestuurder
"Elings, Maria Godefrida Petra Geertruida",P102417,1.0,NA,NA,Verloskundigen (8) - Bestuurder
"Horssen, Sander van",P127545,1.0,NA,NA,Pensura (60899) - Bestuurder
"Verbeek-Jansen, Theodora Johanna",P106792,1.0,206,494,Reisbranche (60709) - Bestuurder
"Hulshof-Bink, Roeland Erik",P106361,0.508,141,53,Bouwnijverheid (10547) - Bestuurder<br />Koopvaardij (11322) - Bestuurder
"Merison, Charles Marie Anton",P130952,1.0,NA,NA,Abbott (60872) - Bestuurder
"Priester, Peter",P107702,0.263,61,46,Particuliere Beveiliging (60514) - Bestuurder<br />Meubelindustrie (12212) - Bestuurder<br />Tandtechniek (42469) - Lid Raad van Toezicht<br />Betonproducten (15133) - Voorzitter Raad van Toezicht
"Meijlink, Simon Toby Hendrik",P131299,1.0,206,452,Tandtechniek (42469) - Lid Raad van Toezicht
"Wit, Marcel Gérard Andreas Bernhard de",P115964,0.321,26,771,AVIKO (60883) - Actuaris<br />Mercer (6102) - Bestuursvoorzitter<br />Cosun (7777) - Actuaris
"Heuvel, Theodora, Paulina, Johanna, Adriana van den",P113692,0.529,98,295,Pensioenfederatie (12345) - Bestuurder<br />Fysiotherapeuten (7) - Bestuurder
"Jansen, Franciscus Bernardus Petrus (Frank)",P112684,0.647,187,517,Recreatie (60799) - Bestuurder<br />Horeca (32868) - Bestuurder
"Kwast, Peter Lodewijk",P113370,1.0,206,941,Gasunie (36105) - Bestuurder
"Kroes, Hubert Cornelis",P131556,1.0,NA,NA,Dow (48477) - Bestuurder
"Heijden, Petrus Franz Jozef van der",P114607,1.0,206,252,Bakkersbedrijf (10682) - Bestuurder
"Kievit, Marinus",P121305,1.0,NA,NA,Excedent 1987 (60448) - Bestuurder
"Randwijck, Odette Elisabeth van",P113284,1.0,NA,NA,Lucht- en Ruimtevaartlaboratorium (2931) - Bestuurder
"Meijerink, Albertus Jacobus",P128229,1.0,206,708,Grolsch Bierbrouwerij (3053) - Bestuurder
"Hegeman, Cornelis Johan",P110171,1.0,NA,NA,RBS Nederland (60953) - Bestuurder
"Mentink- Wegerif, Anna Christina",P104334,1.0,NA,NA,Hewlett-Packard (60216) - Bestuurder
"Reesink, Johan",P106276,1.0,206,1170,Huisartsen  (1) - Bestuursvoorzitter
"Brouwer, Hendrik",P128458,1.0,206,990,APF (7781) - Bestuurder
"Linkels, Harald Wolfgang Thorvald",P108999,1.0,206,969,Caribisch Nederland (60952) - Bestuurder
"Jonge, Robert de",P127499,1.0,NA,NA,Loodsen (12) - Bestuurder
"Brouwer, Sietse",P112591,1.0,206,731,Spoorweg  (32) - Bestuurder
"Vlasblom, Wouter",P122854,1.0,206,315,Metalektro (PME) (10542) - Bestuurder
"Kraijpoel, Jacob Christinus",P103934,1.0,206,153,Bloemen en Planten (60929) - Bestuurder
"Zwijns, Marco Herman",P114498,1.0,NA,NA,YARA (60914) - Bestuurder
"Gianotten, Raymond Josephus Maria",P101882,1.0,206,178,Drankindustrie (30355) - Bestuurder
"Thomas, Jozef Hubertus Gerardus",P114902,1.0,NA,NA,Invista (60911) - Bestuurder
"Esser, Cornelis Jeronimus",P111082,1.0,206,973,Huisartsen in Opleiding (60910) - Bestuurder
"Elshout, Arnold Martin",P130578,1.0,206,706,Atos Origin (60561) - Bestuurder
"Engers, Joost Paul Marie van",P108544,1.0,NA,NA,Provisum (5543) - Bestuurder
"Roovers, Michael Gerardus",P102630,1.0,NA,NA,Progress Unilever (60114) - Bestuurder
"Monnens, Raf",P130387,1.0,NA,NA,Staples (48375) - Bestuurder
"Rab, Markus Franciscus",P106742,1.0,206,824,Lanschot (10036) - Bestuurder
"Burgh, Kees van der",P113460,1.0,NA,NA,Hagee (4654) - Bestuurder
"Jenner, Anthonius Everardus",P107805,1.0,NA,NA,Ecolab (60845) - Bestuurder
"Harmsen, Robertus Hendrik",P120798,0.725,170,63,KPN (60767) - Bestuurder<br />TNT express (R128839) - Bestuurder
"Steenbakker Morilyon Loijsen, Janny Neeltje",P106896,NA,NA,NA,Gomacon (60732) - Bestuurder
"Arkel, Gerrit Hermanus Jan van",P119826,1.0,NA,NA,Telegraaf (11492) - Bestuursvoorzitter
"Smink, Wilhelmus Johannes Lambertus",P128409,1.0,NA,NA,Will Niemeijer (13579) - Bestuursvoorzitter
"Melchior, Titus",P125559,1.0,NA,NA,Hagee (4654) - Bestuurder
"Hagen, Ernst Eduard",P102920,1.0,206,262,Koopvaardij (11322) - Lid Raad van Toezicht
"Enneking, Thomas Robert Maria Quirinus",P131564,1.0,206,1171,Huisartsen  (1) - Bestuurder
"Dam, Reinder van",P131959,1.0,206,529,Nederlandsche Bank (7837) - Bestuurder
"Akkermans, Petrus Johannes Maria",P128633,1.0,206,456,Bouwmaterialen (16458) - Lid Raad van Toezicht
"Veltrop - Rol, Dieuwertje Margje",P113827,1.0,206,1108,Huysman (102) - Bestuurder
"Snoek, Paulus Nicolaas Jozef",P116487,1.0,206,676,IBM Nederland (60676) - Bestuurder
"Kamerling, Kornelis Hendrik",P131876,1.0,NA,NA,McCain (60661) - Bestuurder
"Oostdam, Jacobus Gijsbertus",P112139,1.0,NA,NA,Cargill (60294) - Bestuurder
"Braam, Sanne Pauline",P123621,1.0,206,1133,Transavia vliegers (60304) - Bestuurder
"Bijbau, Wouter Fridolin",P117512,1.0,NA,NA,Sanoma (60873) - Bestuurder
"Geenen-van Straaten, Leonarda Petronella",P125709,1.0,NA,NA,Heineken (1757) - Bestuurder
"Klouth, Robert Charles",P129490,1.0,NA,NA,Atradius (20269) - Bestuurder
"Tilburg, Peter Alexander van",P121063,1.0,206,1154,AVIKO (60883) - Bestuurder
"Lind, Michel",P122062,0.294,7,643,Ballast Nedam (5514) - Bestuurder<br />Sagittarius (60689) - Bestuurder<br />Zuivel en aanverwante industrie (R129401) - Lid Raad van Toezicht
"Kalb, Thomas Reinardus (Thom)",P102349,1.0,NA,NA,Bisdommen (60263) - Bestuurder
Tholhuijsen,P118814,1.0,NA,NA,McCain (60661) - Bestuurder
"Rijken, Hendrikus",P130953,0.558,184,142,Schoen en Leder (11756) - Lid Raad van Toezicht<br />Drankindustrie (30355) - Bestuurder
"Marks, Augustinus Jules Antonius",P106739,1.0,206,239,Notariaat (13358) - Bestuursvoorzitter
"Albrecht, Ferdinand Frederik",P108169,1.0,206,674,Tandartsen   (2) - Bestuurder
"Gerritsma, Albert Willem",P121173,0.556,163,778,Transavia Grond- en Cabinepersoneel (M0003) - Bestuurder<br />Transavia vliegers (60304) - Bestuurder
"Burcksen, Jeroen Dyonisius Arnoldus",P113276,1.0,206,66,KPN (60767) - Bestuurder
"Schaab, Stefanie",P131762,1.0,206,1099,PepsiCo Nederland (60819) - Bestuurder
"Verkleij, Johannes Antonius Maria (Hans)",P126785,1.0,206,687,Kunststof- en Rubber (33708) - Bestuurder
"Jong, Gerrit de",P131494,1.0,206,750,Getronics (60376) - Bestuurder
"Sommeling, Richard Jelle",P128363,1.0,NA,NA,British American Tobacco (3054) - Bestuurder
"Vooijs, Paul Edwin",P103590,1.0,NA,NA,AFM (60961) - Bestuurder
"Jacobs-Teunissen, Maureen Henrica Anna",P114972,1.0,206,252,Bakkersbedrijf (10682) - Bestuurder
"Breemen, Robert van",P110754,1.0,NA,NA,TBI (60342) - Bestuurder
"Korthof, Henk",P108935,1.0,206,168,Betonproducten (15133) - Bestuursvoorzitter
"Leijs, Johannes Josephus Cornelis Maria",P114588,1.0,NA,NA,IFF (9873) - Bestuurder
"Blomberg, Miranda Alexandra",P108631,0.383,65,21,Bouwnijverheid (10547) - Bestuurder<br />Houtverwerkende industrie (15629) - Bestuurder<br />Woningcorporaties (20118) - Bestuurder
"Ballegooijen, Martijn van",P125391,1.0,206,623,Beroepsvervoer (33519) - Bestuurder
"Blonk, Cornelis",P121487,1.0,206,522,Zeevisserij (36945) - Bestuurder
"Jongejan, Remmelt",P100738,1.0,NA,NA,PPG Industries  (60534) - Bestuurder
"Kamer, Hendrikus Johannes Adrianus van de",P118017,1.0,NA,NA,Alliance (9041) - Bestuurder
"Hendrix, Peter Hendrikus Theodorus",P117746,1.0,206,1155,AVIKO (60883) - Bestuurder
"Heijnen, Antonius Alfred Joseph",P118363,1.0,206,144,Bouwnijverheid (10547) - Bestuurder
"Gianotten, Bart Jeroen",P105317,1.0,206,832,Randstad (44057) - Bestuurder
"Platenburg, Adriana Gerarda Elisabeth Maria",P131182,1.0,206,486,Schoenmakerij (32181) - Lid Raad van Toezicht
"Lecq, Sofia Gepke (Fieke) van der",P111538,0.478,138,361,Robeco (51180) - Voorzitter Raad van Toezicht<br />Zoetwarenindustrie (32436) - Voorzitter Raad van Toezicht
"Janssen, Henricus Jules Laurentius dr.",P108497,1.0,NA,NA,Astellas Fut (60641) - Bestuurder<br />Astellas (60553) - Bestuurder
"Loon, Christiaan Adrianus van",P129495,1.0,206,630,Textielgoederen (60859) - Bestuurder
"Stoffelsma, Jan Uilke",P111839,1.0,NA,NA,OWASE (43756) - Bestuurder
"Baakman, Antonius Bernardus Maria",P121561,1.0,206,233,Notariaat (13358) - Bestuursvoorzitter
"Brookhuis, Rene",P111833,1.0,NA,NA,OWASE (43756) - Bestuurder
"Bosch, Thomas Michiel van den",P101736,1.0,NA,NA,Provisum (5543) - Bestuurder
"Kapteijn-Fokkens, Hendrikje",P113512,1.0,206,748,Grafische Bedrijven (PGB) (14089) - Bestuurder
"Ybema, Bart Gerrit",P129704,1.0,206,1023,Transport (5580) - Bestuurder
"Waals, Ronald Pieter",P130609,1.0,206,436,Technische Groothandel Vroegpensioen (60788) - Lid Raad van Toezicht
"Heuvel, Marcelus Petrus Cornelus (Marc) van den",P113291,1.0,NA,NA,Smurfit Kappa Nederland (60806) - Bestuurder
"Slob, Dirk Pieter",P109148,0.379,158,83,Molenaars (18397) - Bestuursvoorzitter<br />Betonproducten (15133) - Bestuurder<br />Houthandel (10559) - Lid Raad van Toezicht
"Brekel, Timotheus Johannes Clemens van den",P103637,1.0,206,31,Agrarische (36722) - Bestuurder
"Vroegh, Bastiaan",P102390,1.0,NA,NA,General Electric  (60944) - Bestuurder
"Vogt, Wilhelmus Johannes Hermanus Maria",P123485,1.0,NA,NA,Dow (48477) - Bestuurder
"Schalken, Wim",P104409,1.0,206,1139,Ardagh (47068) - Bestuurder
"Vriesendorp, Jacob",P109029,1.0,206,867,Vopak (60882) - Bestuurder
"Hes, Caroline Johanna Hendrika",P107913,1.0,206,880,Shell (SSPF) (4634) - Bestuurder
"Hees, Gerardus Johannes Andreas van",P120221,1.0,206,343,Architectenbureaus (16534) - Bestuurder
"Brons, Sybren",P130490,1.0,206,919,Blue Sky Group (60866) - Bestuurder
"Westerweel, Daniel Berend",P114922,1.0,NA,NA,Wijsmuller (50558) - Bestuurder
"Vos, Dietert Harm",P112351,1.0,NA,NA,Citigroup (41098) - Bestuurder
"Boer, Hendrik Maarten den",P128227,1.0,206,911,ANWB  (3691) - Lid Raad van Toezicht
"Vall, Jacobus Hendrikus Maria van de",P117322,0.333,37,59,Bakkersbedrijf (10682) - Bestuursvoorzitter<br />Vlakglas Verf (17571) - Bestuursvoorzitter<br />Sigarenindustrie (10560) - Voorzitter Raad van Toezicht
"Houwelingen, Willem Hendrik van",P124485,1.0,206,184,ABP  (30) - Bestuurder
"Damm, Michael",P112944,1.0,206,191,ABP  (30) - Bestuurder
"Ruiter, Albertus Johannes Cornelis",P130866,1.0,206,829,Randstad (44057) - Bestuurder
"Vermeulen, Wilhelmus Cornelis Maria",P115138,1.0,206,709,Grolsch Bierbrouwerij (3053) - Bestuurder
"Ittersum, Marjanne Alette Julia van",P110145,1.0,206,728,Spoorweg  (32) - Bestuurder
"Hess, Barend Pieter",P111787,1.0,206,816,TDV (47985) - Bestuurder
"Janssen, Johannes Petrus Maria (Piet)",P101873,1.0,206,209,Vlakglas Verf (17571) - Bestuurder
"Machielsen, Herman Jeppe",P110958,0.312,41,553,Nedlloyd (47121) - Bestuursvoorzitter<br />Bibliotheken (17687) - Lid Raad van Toezicht<br />Recreatie (60799) - Lid Raad van Toezicht
"Zijl, Anthoni van",P105805,1.0,206,379,Medewerkers Apotheken (15565) - Bestuursvoorzitter
"Groenendijk, Alexander Petrus Johannes",P130962,1.0,NA,NA,Sanoma (60873) - Bestuurder
"Mattijssen, Franciscus Robertus Maria",P121454,1.0,NA,NA,MSD (50051) - Bestuursvoorzitter
"Stevens-Moes, Anna Joostina",P108009,1.0,206,574,TNT express (R128839) - Bestuurder
"Aarts, Antonius Johannes Maria Christiaan",P110715,1.0,206,587,UWV (60889) - Bestuurder
"Rot, Vincent Alfred Wijnandus Maria",P113736,1.0,NA,NA,Astellas Fut (60641) - Bestuurder<br />Astellas (60553) - Bestuurder
"Nuninga, Ivo Martin",P108362,1.0,206,1158,Aon Groep Nederland (20875) - Bestuurder
"Leenstra, Marinus Giljam",P112495,1.0,NA,NA,Alliance (9041) - Bestuurder
"Olde Scholtenhuis, Patrick Robertus Aloysius",P129591,1.0,206,495,Media PNO  (1626) - Bestuurder
"Martens, Robert Karel Petrus",P128403,1.0,206,838,Xerox (60793) - Bestuurder
"Harmsen, Eric Theodorus",P107884,1.0,NA,NA,Nielsen AC (22742) - Bestuursvoorzitter
"Hooijdonk, Jacobus Antonius van",P118420,1.0,NA,NA,Cap Gemini  (60543) - Bestuurder
"Greup, Eric Peter",P128391,0.509,57,231,Notariaat (13358) - Bestuursvoorzitter<br />Notarieel (29) - Bestuursvoorzitter
"Ligtenstein, Quirijn Gijsbrecht",P118234,1.0,NA,NA,Douwe Egberts (4071) - Bestuursvoorzitter
"Rens, Hendrik",P131123,1.0,206,731,Spoorweg  (32) - Bestuurder
"Huisman, Frits",P101232,1.0,206,977,Brocacef (50018) - Bestuurder
"Hoedelmans, Christiaan Cornelis Antonius",P107227,1.0,NA,NA,Cargill (60294) - Bestuurder
"Philippa, Wilhelmus Gerardus",P130617,1.0,NA,NA,Personeelspensioenfonds APG (2392) - Bestuurder
"Waal, Marinus de",P129877,1.0,206,864,Notarieel (29) - Bestuurder
"Waas, Johannes Cornelis Maria van",P129068,1.0,NA,NA,Vitol Anker (60056) - Bestuurder
"Brink, Johannes Robert Peter van den",P117296,1.0,206,1115,Achmea (60917) - Bestuursvoorzitter
